tree_node,pair_age,sp1,sp2,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um,abaxial_stomatal_area_um2,adaxial_stomatal_area_um2,abaxial_gmax,adaxial_gmax,abaxial_fs,adaxial_fs,chromostome_number_2n,ploidy_level_x,dna_amount_2c_pg,pair
1033,18.6636810003002,Potentilla_inclinata,Potentilla_recta,-0.05473458323616098,0.3509130214988383,0.010227055634750792,0.0012675513759869972,0.02045411126950203,0.0025351027519739944,-0.044507527601410024,0.3521805728748253,-0.034280471966659176,0.3534481242508123,NA,NA,NA,157
1138,3.1393510003001666,Ranunculus_lanuginosus,Ranunculus_acris,-0.5329790721846634,0.1383026981662816,-0.00414011221028443,-0.04285820384862937,-0.008280224420569304,-0.08571640769725919,-0.5371191843949478,0.0954444943176519,-0.5412592966052323,0.05258629046902241,NA,NA,NA,161
1139,2.5612980003001837,Ranunculus_strigillosus,Ranunculus_constantinopolitanus,0.12932729184082548,1.080581395868253,-0.10731855684230918,-0.08435918496210082,-0.21463711368461835,-0.16871836992420164,0.022008734998516407,0.9962222109061522,-0.08530982184379265,0.9118630259440514,NA,NA,NA,163
1151,23.254723000300203,Epipactis_helleborine,Cephalanthera_kurdica,-0.19298152654229517,-0.8587662860528111,0.04870673486338539,0.18858274918788465,0.09741346972677034,0.3771654983757693,-0.14427479167890978,-0.6701835368649267,-0.0955680568155246,-0.4816007876770425,NA,NA,NA,74
1152,9.980622000300201,Gymnadenia_conopsea,Dactylorhiza_umbrosa,0.21266214111945114,0.27901425584626094,-0.09600210429680334,-0.056945593818035656,-0.19200420859360667,-0.11389118763607131,0.11666003682264778,0.22206866202822534,0.02065793252584447,0.16512306821018963,NA,NA,NA,94
1199,2.760167000300214,Saccharum,Saccharum_sinense,0.012834838478310573,0.042180765710293944,-0.04618098594469955,-0.05604879169168453,-0.09236197188939865,-0.11209758338336906,-0.0333461474663887,-0.013868025981390721,-0.07952713341108808,-0.06991681767307534,NA,NA,NA,169
1200,2.7519600003002154,Saccharum_officinarum,Saccharum_spontaneum,-0.23753660400053622,-0.460343845164646,0.025918904562635126,0.055657024784045106,0.05183780912526981,0.11131404956809021,-0.2116176994379013,-0.40468682038060105,-0.18569879487526642,-0.349029795596556,NA,NA,0.29419057113367575,168
1250,1.4341300003002004,Aegilops_kotschyi,Aegilops_tauschii,-0.20090855052722456,0.025466506835643443,-0.008140820512223534,-0.023886245976607157,-0.01628164102444707,-0.04777249195321476,-0.20904937103944832,0.0015802608590358425,-0.21719019155167185,-0.022305985117571314,NA,NA,NA,7
1251,2.5759290003001922,Triticum_sativum,Triticum_aestivum,-0.7008893422743281,-0.16571464685956538,0.6300912072801557,0.6333726511002087,1.2601824145603115,1.2667453022004176,-0.07079813499417242,0.46765800424064324,0.5592930722859835,1.1010306553408518,NA,NA,NA,220
1264,2.435982000300214,Oryza_latifolia,Oryza_officinalis,0.34852725861953493,0.3751201538042812,-0.09002250419099878,-0.13129505311619427,-0.18004500838199755,-0.26259010623238854,0.25850475442853604,0.24382510068808688,0.16848225023753716,0.11253004757189267,-0.30102999566398125,-0.3010299956639812,-0.2466723333413885,136
1265,1.4386700003002204,Oryza_punctata,Oryza_minuta,0.14218346285790906,0.16201004798388263,-0.05912865011124668,-0.01181353828770959,-0.11825730022249337,-0.023627076575419403,0.08305481274666235,0.15019650969617276,0.023926162635415693,0.13838297140846323,-0.30102999566398125,-0.3010299956639812,-0.4522976709946303,137
